Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
CHUY,"Chuy's Holdings, Inc.","Chuy's Holdings, Inc. - Common Stock",Q,N,N,100.0
CHW,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund - Common Stock,Q,N,N,100.0
CHY,Calamos Convertible and High Income Fund,Calamos Convertible and High Income Fund - Common Stock,Q,N,N,100.0
CINF,Cincinnati Financial Corporation,Cincinnati Financial Corporation - Common Stock,Q,N,N,100.0
CIZ,Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF,Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF,G,N,N,100.0
CIZN,Citizens Holding Company,Citizens Holding Company - Common Stock,G,N,N,100.0
CJJD,China Jo,"China Jo-Jo Drugstores, Inc. - Common Stock",S,N,N,100.0
CLDX,"Celldex Therapeutics, Inc.","Celldex Therapeutics, Inc. - Common Stock",Q,N,N,100.0
CLFD,"Clearfield, Inc.","Clearfield, Inc. - Common Stock",G,N,N,100.0
CLIR,ClearSign Combustion Corporation,ClearSign Combustion Corporation - Common Stock,S,N,N,100.0
CLMT,"Calumet Specialty Products Partners, L.P.","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Q,N,N,100.0
CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels Corp. - Common Stock,Q,N,N,100.0
CLRB,"Cellectar Biosciences, Inc.","Cellectar Biosciences, Inc. - Common Stock",S,N,N,100.0
CLRO,"ClearOne, Inc.","ClearOne, Inc. - Common Stock",S,N,N,100.0
CLWT,Euro Tech Holdings Company Limited,Euro Tech Holdings Company Limited - Ordinary Shares,S,N,N,100.0
CMCO,Columbus McKinnon Corporation,Columbus McKinnon Corporation - Common Stock,Q,N,N,100.0
CMCSA,Comcast Corporation,Comcast Corporation - Class A Common Stock,Q,N,N,100.0
CMCT,CIM Commercial Trust Corporation,CIM Commercial Trust Corporation - Common Stock,G,N,N,100.0
CME,CME Group Inc.,CME Group Inc. - Class A Common Stock,Q,N,N,100.0
CMLS,Cumulus Media Inc.,Cumulus Media Inc. - Common Stock,Q,N,N,100.0
CMPR,Cimpress N.V,Cimpress N.V - Ordinary Shares (The Netherlands),Q,N,N,100.0
CMRX,"Chimerix, Inc.","Chimerix, Inc. - Common Stock",G,N,N,100.0
CMTL,Comtech Telecommunications Corp.,Comtech Telecommunications Corp. - Common Stock,Q,N,N,100.0
CNET,"ChinaNet Online Holdings, Inc.","ChinaNet Online Holdings, Inc. - Common Stock",S,N,N,100.0
CNMD,CONMED Corporation,CONMED Corporation - Common Stock,Q,N,N,100.0
CNOB,"ConnectOne Bancorp, Inc.","ConnectOne Bancorp, Inc. - Common Stock",Q,N,N,100.0
CNSL,"Consolidated Communications Holdings, Inc.","Consolidated Communications Holdings, Inc. - Common Stock",Q,N,N,100.0
CNTY,"Century Casinos, Inc.","Century Casinos, Inc. - Common Stock",S,N,N,100.0
COCO,"Corinthian Colleges, Inc.","Corinthian Colleges, Inc. - Common Stock",Q,N,H,100.0
COHR,"Coherent, Inc.","Coherent, Inc. - Common Stock",Q,N,N,100.0
COHU,"Cohu, Inc.","Cohu, Inc. - Common Stock",Q,N,N,100.0
COKE,Coca,Coca-Cola Bottling Co. Consolidated - Common Stock,Q,N,N,100.0
COLB,"Columbia Banking System, Inc.","Columbia Banking System, Inc. - Common Stock",Q,N,N,100.0
COLM,Columbia Sportswear Company,Columbia Sportswear Company - Common Stock,Q,N,N,100.0
COMM,"CommScope Holding Company, Inc.","CommScope Holding Company, Inc. - Common Stock",Q,N,N,100.0
COMT,iShares Commodities Select Strategy ETF,iShares Commodities Select Strategy ETF,G,N,N,100.0
CONN,"Conn's, Inc.","Conn's, Inc. - Common Stock",Q,N,N,100.0
COOL,Majesco Entertainment Company,Majesco Entertainment Company - Common Stock,S,N,N,100.0
CORT,Corcept Therapeutics Incorporated,Corcept Therapeutics Incorporated - Common Stock,S,N,N,100.0
COST,Costco Wholesale Corporation,Costco Wholesale Corporation - Common Stock,Q,N,N,100.0
CPHC,Canterbury Park Holding Corporation,Canterbury Park Holding Corporation - Common Stock,G,N,N,100.0
CPIX,Cumberland Pharmaceuticals Inc.,Cumberland Pharmaceuticals Inc. - Common Stock,Q,N,N,100.0
CPLP,Capital Product Partners L.P.,Capital Product Partners L.P. - common units representing limited partner interests,Q,N,N,100.0
CPRT,"Copart, Inc.","Copart, Inc. - Common Stock",Q,N,N,100.0
CPRX,"Catalyst Pharmaceutical Partners, Inc.","Catalyst Pharmaceutical Partners, Inc. - Common Stock",S,N,N,100.0
CPSI,"Computer Programs and Systems, Inc.","Computer Programs and Systems, Inc. - Common Stock",Q,N,N,100.0
CPSS,"Consumer Portfolio Services, Inc.","Consumer Portfolio Services, Inc. - Common Stock",G,N,N,100.0
CRAI,"CRA International,Inc.","CRA International,Inc. - Common Stock",Q,N,N,100.0
CRDT,WisdomTree Strategic Corporate Bond Fund,WisdomTree Strategic Corporate Bond Fund,G,N,N,100.0
CREG,China Recycling Energy Corporation,China Recycling Energy Corporation - Common Stock,G,N,N,100.0
CRESY,Cresud S.A.C.I.F. y A.,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Q,N,N,100.0
CRIS,"Curis, Inc.","Curis, Inc. - Common Stock",G,N,N,100.0
CRMT,America's Car,"America's Car-Mart, Inc. - Common Stock",Q,N,N,100.0
CRNT,Ceragon Networks Ltd.,Ceragon Networks Ltd. - Ordinary Shares,Q,N,N,100.0
CROX,"Crocs, Inc.","Crocs, Inc. - Common Stock",Q,N,N,100.0
CRTO,Criteo S.A.,Criteo S.A. - American Depositary Shares,Q,N,N,100.0
CRUS,"Cirrus Logic, Inc.","Cirrus Logic, Inc. - Common Stock",Q,N,N,100.0
CRVL,CorVel Corp.,CorVel Corp. - Common Stock,Q,N,N,100.0
CRWS,"Crown Crafts, Inc.","Crown Crafts, Inc. - Common Stock",S,N,N,100.0
CSCO,"Cisco Systems, Inc.","Cisco Systems, Inc. - Common Stock",Q,N,N,100.0
CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility Weighted Fund,Compass EMP U.S. Discovery 500 Enhanced Volatility Weighted Fund,G,N,N,100.0
CSGP,"CoStar Group, Inc.","CoStar Group, Inc. - Common Stock",Q,N,N,100.0
CSGS,"CSG Systems International, Inc.","CSG Systems International, Inc. - Common Stock",Q,N,N,100.0
CSIQ,Canadian Solar Inc.,Canadian Solar Inc. - common shares,Q,N,N,100.0
CSPI,CSP Inc.,CSP Inc. - Common Stock,G,N,N,100.0
CSQ,Calamos Strategic Total Return Fund,Calamos Strategic Total Return Fund - Common Stock,Q,N,N,100.0
CSTE,CaesarStone Sdot,CaesarStone Sdot-Yam Ltd. - Ordinary Shares,Q,N,N,100.0
CSWC,Capital Southwest Corporation,Capital Southwest Corporation - Common Stock,Q,N,N,100.0
CTAS,Cintas Corporation,Cintas Corporation - Common Stock,Q,N,N,100.0
CTBI,"Community Trust Bancorp, Inc.","Community Trust Bancorp, Inc. - Common Stock",Q,N,N,100.0
CTG,"Computer Task Group, Incorporated","Computer Task Group, Incorporated - Common Stock",Q,N,N,100.0
CTHR,Charles & Colvard Ltd,Charles & Colvard Ltd - Common Stock,Q,N,N,100.0
CTIB,CTI Industries Corporation,CTI Industries Corporation - Common Stock,S,N,N,100.0
CTRE,"CareTrust REIT, Inc.","CareTrust REIT, Inc. - Common Stock",Q,N,N,100.0
CTRN,"Citi Trends, Inc.","Citi Trends, Inc. - Common Stock",Q,N,N,100.0
CTSH,Cognizant Technology Solutions Corporation,Cognizant Technology Solutions Corporation - Class A Common Stock,Q,N,N,100.0
CTSO,Cytosorbents Corporation,Cytosorbents Corporation - Common Stock,S,N,N,100.0
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.","The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd",S,N,N,100.0
CUTR,"Cutera, Inc.","Cutera, Inc. - Common Stock",Q,N,N,100.0
CVBF,CVB Financial Corporation,CVB Financial Corporation - Common Stock,Q,N,N,100.0
CVCO,"Cavco Industries, Inc.","Cavco Industries, Inc. - Common Stock",Q,N,N,100.0
CVCY,Central Valley Community Bancorp,Central Valley Community Bancorp - Common Stock,S,N,N,100.0
CVGI,"Commercial Vehicle Group, Inc.","Commercial Vehicle Group, Inc. - Common Stock",Q,N,N,100.0
CVGW,"Calavo Growers, Inc.","Calavo Growers, Inc. - Common Stock",Q,N,N,100.0
CVLT,"CommVault Systems, Inc.","CommVault Systems, Inc. - Common Stock",Q,N,N,100.0
CVLY,"Codorus Valley Bancorp, Inc","Codorus Valley Bancorp, Inc - Common Stock",G,N,N,100.0
CVV,CVD Equipment Corporation,CVD Equipment Corporation - Common Stock,S,N,N,100.0
CWBC,Community West Bancshares,Community West Bancshares - Common Stock,G,N,N,100.0
CWCO,Consolidated Water Co. Ltd.,Consolidated Water Co. Ltd. - Ordinary Shares,Q,N,N,100.0
CWST,"Casella Waste Systems, Inc.","Casella Waste Systems, Inc. - Class A Common Stock",Q,N,N,100.0
CYAN,Cyanotech Corporation,Cyanotech Corporation - Common Stock,S,N,N,100.0
CYBR,CyberArk Software Ltd.,CyberArk Software Ltd. - Ordinary Shares,Q,N,N,100.0
CYCC,"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
CYCCP,"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",S,N,N,100.0
CYTK,"Cytokinetics, Incorporated","Cytokinetics, Incorporated - Common Stock",S,N,N,100.0
CZNC,Citizens & Northern Corp,Citizens & Northern Corp - Common Stock,S,N,N,100.0
CZR,Caesars Entertainment Corporation,Caesars Entertainment Corporation - Common Stock,Q,N,N,100.0
CZWI,"Citizens Community Bancorp, Inc.","Citizens Community Bancorp, Inc. - Common Stock",G,N,N,100.0
DAIO,Data I/O Corporation,Data I/O Corporation - Common Stock,S,N,N,100.0
DAKT,"Daktronics, Inc.","Daktronics, Inc. - Common Stock",Q,N,N,100.0
DAVE,"Famous Dave's of America, Inc.","Famous Dave's of America, Inc. - Common Stock",Q,N,D,100.0
DAX,Recon Capital DAX Germany ETF,Recon Capital DAX Germany ETF,G,N,N,100.0
DBVT,DBV Technologies S.A.,DBV Technologies S.A. - American Depositary Shares,Q,N,N,100.0
DCOM,"Dime Community Bancshares, Inc.","Dime Community Bancshares, Inc. - Common Stock",Q,N,N,100.0
DCTH,"Delcath Systems, Inc.","Delcath Systems, Inc. - Common Stock",S,N,N,100.0
DENN,Denny's Corporation,Denny's Corporation - Common Stock,S,N,N,100.0
DERM,"Dermira, Inc.","Dermira, Inc. - Common Stock",Q,N,N,100.0
DGICA,"Donegal Group, Inc.","Donegal Group, Inc. - Class A Common Stock",Q,N,N,100.0
DGICB,"Donegal Group, Inc.","Donegal Group, Inc. - Class B Common Stock",Q,N,N,100.0
DGII,Digi International Inc.,Digi International Inc. - Common Stock,Q,N,N,100.0
DGLD,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Inverse Gold ETN,G,N,N,100.0
DGLY,"Digital Ally, Inc.","Digital Ally, Inc. - Common Stock",S,N,N,100.0
DGRE,WisdomTree Emerging Markets Dividend Growth Fund,WisdomTree Emerging Markets Dividend Growth Fund,G,N,N,100.0
DGRS,WisdomTree U.S. SmallCap Dividend Growth Fund,WisdomTree U.S. SmallCap Dividend Growth Fund,G,N,N,100.0
DGRW,WisdomTree U.S. Dividend Growth Fund,WisdomTree U.S. Dividend Growth Fund,G,N,N,100.0
DHIL,"Diamond Hill Investment Group, Inc.","Diamond Hill Investment Group, Inc. - Class A Common Stock",Q,N,N,100.0
DIOD,Diodes Incorporated,Diodes Incorporated - Common Stock,Q,N,N,100.0
DISH,DISH Network Corporation,DISH Network Corporation - Class A Common Stock,Q,N,N,100.0
DJCO,Daily Journal Corp. (S.C.),Daily Journal Corp. (S.C.) - Common Stock,S,N,E,100.0
DLHC,DLH Holdings Corp.,DLH Holdings Corp. - Common Stock,S,N,N,100.0
DLTR,"Dollar Tree, Inc.","Dollar Tree, Inc. - Common Stock",Q,N,N,100.0
DMLP,"Dorchester Minerals, L.P.","Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0
DMRC,Digimarc Corporation,Digimarc Corporation - Common Stock,Q,N,N,100.0
DORM,"Dorman Products, Inc.","Dorman Products, Inc. - Common Stock",Q,N,N,100.0
DOX,Amdocs Limited,Amdocs Limited - Ordinary Shares,Q,N,N,100.0
DRIV,"Digital River, Inc.","Digital River, Inc. - Common Stock",Q,N,N,100.0
DRRX,DURECT Corporation,DURECT Corporation - Common Stock,G,N,D,100.0
DSGX,The Descartes Systems Group Inc.,The Descartes Systems Group Inc. - Common Stock,Q,N,N,100.0
DSLV,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Inverse Silver ETN,G,N,N,100.0
DSWL,"Deswell Industries, Inc.","Deswell Industries, Inc. - Common Shares",G,N,N,100.0
DVAX,Dynavax Technologies Corporation,Dynavax Technologies Corporation - Common Stock,S,N,N,100.0
DWAT,Arrow DWA Tactical ETF,Arrow DWA Tactical ETF,G,N,N,100.0
DWSN,Dawson Geophysical Company,Dawson Geophysical Company - Common Stock,Q,N,N,100.0
DXCM,"DexCom, Inc.","DexCom, Inc. - Common Stock",Q,N,N,100.0
DXGE,WisdomTree Germany Hedged Equity Fund,WisdomTree Germany Hedged Equity Fund,G,N,N,100.0
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,WisdomTree Japan Hedged SmallCap Equity Fund,G,N,N,100.0
DXLG,"Destination XL Group, Inc.","Destination XL Group, Inc. - Common Stock",Q,N,N,100.0
DXPE,"DXP Enterprises, Inc.","DXP Enterprises, Inc. - Common Stock",Q,N,N,100.0
DXYN,"The Dixie Group, Inc.","The Dixie Group, Inc. - Common Stock",G,N,N,100.0
DYNT,Dynatronics Corporation,Dynatronics Corporation - Common Stock,S,N,D,100.0
DYSL,Dynasil Corporation of America,Dynasil Corporation of America - Common Stock,S,N,N,100.0
EA,Electronic Arts Inc.,Electronic Arts Inc. - Common Stock,Q,N,N,100.0
EAC,Erickson Incorporated,Erickson Incorporated - Common Stock,G,N,N,100.0
EBAY,eBay Inc.,eBay Inc. - Common Stock,Q,N,N,100.0
EBIX,"Ebix, Inc.","Ebix, Inc. - Common Stock",Q,N,N,100.0
EBMT,"Eagle Bancorp Montana, Inc.","Eagle Bancorp Montana, Inc. - Common Stock",G,N,N,100.0
EBTC,Enterprise Bancorp Inc,Enterprise Bancorp Inc - Common Stock,Q,N,N,100.0
ECPG,Encore Capital Group Inc,Encore Capital Group Inc - Common Stock,Q,N,N,100.0
EDAP,EDAP TMS S.A.,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",G,N,N,100.0
EDUC,Educational Development Corporation,Educational Development Corporation - Common Stock,G,N,N,100.0
EEFT,"Euronet Worldwide, Inc.","Euronet Worldwide, Inc. - Common Stock",Q,N,N,100.0
EEMA,iShares MSCI Emerging Markets Asia Index Fund,iShares MSCI Emerging Markets Asia Index Fund,G,N,N,100.0
EFOI,"Energy Focus, Inc.","Energy Focus, Inc. - Common Stock",S,N,N,100.0
EFSC,Enterprise Financial Services Corporation,Enterprise Financial Services Corporation - Common Stock,Q,N,N,100.0
EFUT,eFuture Information Technology Inc.,eFuture Information Technology Inc. - Ordinary Shares,S,N,N,100.0
EGAN,eGain Corporation,eGain Corporation - Common Stock,S,N,N,100.0
EGBN,"Eagle Bancorp, Inc.","Eagle Bancorp, Inc. - Common Stock",S,N,N,100.0
EGHT,8x8 Inc,8x8 Inc - Common Stock,Q,N,N,100.0
EGLE,Eagle Bulk Shipping Inc.,Eagle Bulk Shipping Inc. - Common Stock,Q,N,N,100.0
EGRX,"Eagle Pharmaceuticals, Inc.","Eagle Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
EHTH,"eHealth, Inc.","eHealth, Inc. - Common Stock",Q,N,N,100.0
ELSE,Electro,"Electro-Sensors, Inc. - Common Stock",S,N,N,100.0
ELTK,Eltek Ltd.,Eltek Ltd. - Ordinary Shares,S,N,N,100.0
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,WisdomTree Emerging Markets Corporate Bond Fund,G,N,N,100.0
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,WisdomTree Emerging Markets Consumer Growth Fund,G,N,N,100.0
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,iShares S&P Emerging Markets Infrastructure Index Fund,G,N,N,100.0
EMITF,Elbit Imaging Ltd.,Elbit Imaging Ltd. - Ordinary Shares,Q,N,N,100.0
EMKR,EMCORE Corporation,EMCORE Corporation - Common Stock,G,N,N,100.0
EML,Eastern Company (The),Eastern Company (The) - Common Stock,G,N,N,100.0
EMMS,Emmis Communications Corporation,Emmis Communications Corporation - Class A Common Stock,Q,N,N,100.0
ENG,ENGlobal Corporation,ENGlobal Corporation - Common Stock,S,N,N,100.0
ENPH,"Enphase Energy, Inc.","Enphase Energy, Inc. - Common Stock",G,N,N,100.0
ENSG,"The Ensign Group, Inc.","The Ensign Group, Inc. - Common Stock",Q,N,N,100.0
ENTA,"Enanta Pharmaceuticals, Inc.","Enanta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ENTG,"Entegris, Inc.","Entegris, Inc. - Common Stock",Q,N,N,100.0
ENTR,"Entropic Communications, Inc.","Entropic Communications, Inc. - Common Stock",Q,N,N,100.0
ENZN,"Enzon Pharmaceuticals, Inc.","Enzon Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
EQIX,"Equinix, Inc.","Equinix, Inc. - Common Stock",Q,N,N,100.0
ERIC,Ericsson,Ericsson - ADS each representing 1 underlying Class B share,Q,N,N,100.0
ERIE,Erie Indemnity Company,Erie Indemnity Company - Class A Common Stock,Q,N,N,100.0
ERII,"Energy Recovery, Inc.","Energy Recovery, Inc. - Common Stock",Q,N,N,100.0
ESCA,"Escalade, Incorporated","Escalade, Incorporated - Common Stock",G,N,N,100.0
ESCR,Escalera Resources Co.,Escalera Resources Co. - Common Stock,Q,N,N,100.0
ESEA,Euroseas Ltd.,Euroseas Ltd. - Common Stock,Q,N,D,100.0
ESGR,Enstar Group Limited,Enstar Group Limited - Ordinary Shares,Q,N,N,100.0
ESLT,Elbit Systems Ltd.,Elbit Systems Ltd. - Ordinary Shares,Q,N,N,100.0
ESMC,Escalon Medical Corp.,Escalon Medical Corp. - Common Stock,S,N,N,100.0
ESPR,"Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc. - Common Stock",G,N,N,100.0
ESSA,"ESSA Bancorp, Inc.","ESSA Bancorp, Inc. - common stock",Q,N,N,100.0
EUFN,iShares MSCI Europe Financials Sector Index Fund,iShares MSCI Europe Financials Sector Index Fund,G,N,N,100.0
EVLV,EVINE Live Inc.,EVINE Live Inc. - Common Stock,Q,N,N,100.0
EVOK,"Evoke Pharma, Inc.","Evoke Pharma, Inc. - Common Stock",S,N,N,100.0
EVOL,"Evolving Systems, Inc.","Evolving Systems, Inc. - Common Stock",S,N,N,100.0
EWBC,"East West Bancorp, Inc.","East West Bancorp, Inc. - Common Stock",Q,N,N,100.0
EXAS,Exact Sciences Corporation,Exact Sciences Corporation - Common Stock,S,N,N,100.0
EXEL,"Exelixis, Inc.","Exelixis, Inc. - Common Stock",Q,N,N,100.0
EXLS,"ExlService Holdings, Inc.","ExlService Holdings, Inc. - Common Stock",Q,N,N,100.0
EXPD,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. - Common Stock",Q,N,N,100.0
EXPE,"Expedia, Inc.","Expedia, Inc. - Common Stock",Q,N,N,100.0
EXPO,"Exponent, Inc.","Exponent, Inc. - Common Stock",Q,N,N,100.0
EXTR,"Extreme Networks, Inc.","Extreme Networks, Inc. - Common Stock",Q,N,N,100.0
EZPW,"EZCORP, Inc.","EZCORP, Inc. - Class A Non-Voting Common Stock",Q,N,N,100.0
FALC,"FalconStor Software, Inc.","FalconStor Software, Inc. - Common Stock",G,N,N,100.0
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc. - Commmon Stock",Q,N,N,100.0
FARM,Farmer Brothers Company,Farmer Brothers Company - Common Stock,Q,N,N,100.0
FARO,"FARO Technologies, Inc.","FARO Technologies, Inc. - Common Stock",Q,N,N,100.0
FAST,Fastenal Company,Fastenal Company - Common Stock,Q,N,N,100.0
FATE,"Fate Therapeutics, Inc.","Fate Therapeutics, Inc. - Common Stock",G,N,N,100.0
FBIZ,"First Business Financial Services, Inc.","First Business Financial Services, Inc. - Common Stock",Q,N,N,100.0
FBMS,"The First Bancshares, Inc.","The First Bancshares, Inc. - Common Stock",G,N,N,100.0
FBNC,First Bancorp,First Bancorp - Common Stock,Q,N,N,100.0
FCAP,"First Capital, Inc.","First Capital, Inc. - Common Stock",S,N,N,100.0
FCBC,"First Community Bancshares, Inc.","First Community Bancshares, Inc. - Common Stock",Q,N,N,100.0
FCCO,First Community Corporation,First Community Corporation - Common Stock,S,N,N,100.0
FCEL,"FuelCell Energy, Inc.","FuelCell Energy, Inc. - Common Stock",G,N,N,100.0
FCFS,"First Cash Financial Services, Inc.","First Cash Financial Services, Inc. - Common Stock",Q,N,N,100.0
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Class A Common Stock",Q,N,N,100.0
FDIV,First Trust Strategic Income ETF,First Trust Strategic Income ETF,G,N,N,100.0
FDUS,Fidus Investment Corporation,Fidus Investment Corporation - Common Stock,Q,N,N,100.0
FEIM,"Frequency Electronics, Inc.","Frequency Electronics, Inc. - Common Stock",G,N,N,100.0
FELE,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. - Common Stock",Q,N,N,100.0
FEMB,First Trust Emerging Markets Local Currency Bond ETF,First Trust Emerging Markets Local Currency Bond ETF,G,N,N,100.0
FEUZ,First Trust Eurozone AlphaDEX ETF,First Trust Eurozone AlphaDEX ETF,G,N,N,100.0
FFBC,First Financial Bancorp.,First Financial Bancorp. - Common Stock,Q,N,N,100.0
FFIC,Flushing Financial Corporation,Flushing Financial Corporation - Common Stock,Q,N,N,100.0
FFIN,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. - Common Stock",Q,N,N,100.0
FFIV,"F5 Networks, Inc.","F5 Networks, Inc. - Common Stock",Q,N,N,100.0
FFNW,"First Financial Northwest, Inc.","First Financial Northwest, Inc. - Common Stock",Q,N,N,100.0
FFWM,First Foundation Inc.,First Foundation Inc. - Common Stock,G,N,N,100.0
FGEN,"FibroGen, Inc","FibroGen, Inc - Common Stock",Q,N,N,100.0
FIBK,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. - Class A Common Stock",Q,N,N,100.0
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. - Common Stock",Q,N,N,100.0
FITB,Fifth Third Bancorp,Fifth Third Bancorp - Common Stock,Q,N,N,100.0
FITBI,Fifth Third Bancorp,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,Q,N,N,100.0
FIVE,"Five Below, Inc.","Five Below, Inc. - Common Stock",Q,N,N,100.0
FIVN,"Five9, Inc.","Five9, Inc. - Common Stock",G,N,N,100.0
FIZZ,National Beverage Corp.,National Beverage Corp. - Common Stock,Q,N,N,100.0
FLEX,Flextronics International Ltd.,Flextronics International Ltd. - Ordinary Shares,Q,N,N,100.0
FLIC,The First of Long Island Corporation,The First of Long Island Corporation - Common Stock,S,N,N,100.0
FLL,"Full House Resorts, Inc.","Full House Resorts, Inc. - Common Stock",S,N,N,100.0
FLWS,1,"1-800 FLOWERS.COM, Inc. - Class A Common Stock",Q,N,N,100.0
FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. - Common Stock",Q,N,N,100.0
FMB,First Trust Managed Municipal ETF,First Trust Managed Municipal ETF,G,N,N,100.0
FMBH,First Mid,"First Mid-Illinois Bancshares, Inc. - Common Stock",G,N,N,100.0
FMNB,Farmers National Banc Corp.,Farmers National Banc Corp. - Common Stock,S,N,N,100.0
FNLC,"First Bancorp, Inc (ME)","First Bancorp, Inc (ME) - Common Stock",Q,N,N,100.0
FNRG,ForceField Energy Inc.,ForceField Energy Inc. - Common Stock,S,N,N,100.0
FOLD,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. - Common Stock",G,N,N,100.0
FONR,Fonar Corporation,Fonar Corporation - Common Stock,S,N,N,100.0
FORD,"Forward Industries, Inc.","Forward Industries, Inc. - Common Stock",S,N,N,100.0
FORM,"FormFactor, Inc.","FormFactor, Inc. - Common Stock",Q,N,N,100.0
FORR,"Forrester Research, Inc.","Forrester Research, Inc. - Common Stock",Q,N,N,100.0
FORTY,Formula Systems (1985) Ltd.,Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares,Q,N,N,100.0
FOSL,"Fossil Group, Inc.","Fossil Group, Inc. - Common Stock",Q,N,N,100.0
FOX,Twenty,"Twenty-First Century Fox, Inc. - Class B Common Stock",Q,N,N,100.0
FOXA,Twenty,"Twenty-First Century Fox, Inc. - Class A Common Stock",Q,N,N,100.0
FOXF,Fox Factory Holding Corp.,Fox Factory Holding Corp. - Common Stock,Q,N,N,100.0
FPXI,First Trust International IPO ETF,First Trust International IPO ETF,G,N,N,100.0
FRBA,First Bank,First Bank - Common Stock,G,N,N,100.0
FRBK,"Republic First Bancorp, Inc.","Republic First Bancorp, Inc. - Common Stock",G,N,N,100.0
FREE,FreeSeas Inc.,FreeSeas Inc. - Common Stock,S,N,D,100.0
FRGI,"Fiesta Restaurant Group, Inc.","Fiesta Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
FRME,First Merchants Corporation,First Merchants Corporation - Common Stock,Q,N,N,100.0
FRPH,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock",Q,N,N,100.0
FRPT,"Freshpet, Inc.","Freshpet, Inc. - Common Stock",G,N,N,100.0
FRSH,"Papa Murphy's Holdings, Inc.","Papa Murphy's Holdings, Inc. - Common Stock",Q,N,N,100.0
FSBW,"FS Bancorp, Inc.","FS Bancorp, Inc. - Common Stock",S,N,N,100.0
FSFG,"First Savings Financial Group, Inc.","First Savings Financial Group, Inc. - Common Stock",S,N,N,100.0
FSLR,"First Solar, Inc.","First Solar, Inc. - Common Stock",Q,N,N,100.0
FSTR,L.B. Foster Company,L.B. Foster Company - Common Stock,Q,N,N,100.0
FTCS,First Trust Capital Strength ETF,First Trust Capital Strength ETF,G,N,N,100.0
FTEK,"Fuel Tech, Inc.","Fuel Tech, Inc. - Common Stock",Q,N,N,100.0
FTGC,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund,G,N,N,100.0
FTHI,First Trust High Income ETF,First Trust High Income ETF,G,N,N,100.0
FTLB,First Trust Low Beta Income ETF,First Trust Low Beta Income ETF,G,N,N,100.0
FTNT,"Fortinet, Inc.","Fortinet, Inc. - Common Stock",Q,N,N,100.0
FTSL,First Trust Senior Loan Fund ETF,First Trust Senior Loan Fund ETF,G,N,N,100.0
FTSM,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF,G,N,N,100.0
FULT,Fulton Financial Corporation,Fulton Financial Corporation - Common Stock,Q,N,N,100.0
FUNC,First United Corporation,First United Corporation - Common Stock,Q,N,N,100.0
FUND,"Royce Focus Trust, Inc.","Royce Focus Trust, Inc. - Closed End Fund",Q,N,N,100.0
FV,First Trust Dorsey Wright Focus 5 ETF,First Trust Dorsey Wright Focus 5 ETF,G,N,N,100.0
FWRD,Forward Air Corporation,Forward Air Corporation - Common Stock,Q,N,N,100.0
GABC,"German American Bancorp, Inc.","German American Bancorp, Inc. - Common Stock",Q,N,N,100.0
